price,artist,title,condition,period,movement,year_numeric,condition_grouped,is_signed
800,David True,Fragile Wings,This work is in very good condition.Artwork not examined outside of frame.Minor rippling of paper.Minimal surface wear to frame.,Post-War,Expressionism,1989,Good,Yes
4500,Ernst Haas,"NYC, USA","This work is in excellent condition. The colors remain bright and saturated with no apparent fading.The Haas Studio label is signed by Alexander Haas, the photographer's son and is titled, dated, editioned '1/15', and annotated in ink.",Post-War,Realism,1953,Excellent,Yes
800,Susana Solano,Plaza Del Joc III,This work is in good condition.Artwork not examined outside of frame.Minor rippling of paper.Minor surface wear to frame.,Post-War,Expressionism,1988,Good,Yes
800,Deborah Brown,Sadie I,This work is in good condition.Artwork not examined outside of frame.No obvious signs of wear to artwork.,Contemporary,Realism,2001,Good,Yes
1500,Sandy Walker,Ocean Series I,This work is in very good condition.Artwork not examined outside of frame.Minor rippling of paper.Minimal surface wear to frame.,Post-War,Expressionism,1978,Good,Yes
7000,Horst P. Horst,Nails In Technicolor,"This piece is in overall very good condition. There are a few soft small creases that do not appear to break the emulsion, which are visible only in raking light.",Modern,Realism,1941,Good,No
1500,Donald Sanders,Night Venture,Artwork not examined outside of frame.No obvious signs of wear to artwork.Some marks and scuffs on lower right corner of frame.Minor surface wear to frame.,Post-War,Expressionism,1987,Other,No
3000,Irene Mamiye,Rays,This work is in very good condition.Not examined out of frame.No obvious signs of wear to art.Small mark to frame.,Contemporary,Pop Art,2050,Good,No
1500,Victoria Scalfani,Shadow I,This work is in very good condition.Artwork not examined outside of frame.No obvious signs of wear to artwork.Minor surface wear to frame.,Contemporary,Expressionism,2050,Good,Yes
800,Marcia Scanlon,Parthenon,This work is in good condition.Artwork not examined outside of frame.No obvious signs of wear to artwork.Paint drip on inside of glass frame.,Post-War,Realism,1986,Good,Yes
800,Norman Stevens,Stonehenge,This work is in very good condition.Not examined out of frame.Minor creasing to sheet.,Post-War,Realism,1976,Good,Yes
800,Susana Solano,Plaça Del Joc De La Pilota II,This work is in very good condition.Artwork not examined outside of frame.Minor rippling of paper.Minor surface wear to frame.,Post-War,Expressionism,1987,Good,Yes
800,Joan Nelson,Untitled (451 Ca),This work is in good condition.Artwork not examined outside of frame.No obvious signs of wear to artwork.Minimal signs of wear to frame.,Post-War,Expressionism,1990,Good,Yes
800,Marcia Scanlon,Delphi Tholos II,This work is in very good condition.Artwork not examined outside of frame.No obvious signs of wear to artwork.,Post-War,Realism,1985,Good,Yes
800,Jack Knox,Dove,This work is in good condition.Artwork not examined outside of frame.No obvious signs of wear to artwork.,Post-War,Expressionism,1986,Good,Yes
800,Anthony Gross,Homage To Constable (Salisbury),This work is in good condition.Not examined out of frame.Scattered scratches to plexiglass.Faint burn marks at edges of paper.Sheet undulation.,Post-War,Impressionism,1976,Good,Yes
1500,Billy Sullivan,Palisades #4,This work is in very good condition.Not examined out of frame.No obvious imperfections to artwork observed.,Post-War,Realism,1986,Good,Yes
800,T.L. Solien,Fragments Of Hope,This work is in good condition.Not examined out of frame.Discoloration to edges of paper.Yellowing to background paper.,Post-War,Conceptual ,1982,Good,Yes
800,T.L. Solien,Fragments Of Hope,This work is in good condition.Not examined out of frame.Discoloration to edges of paper.Yellowing to background paper.Separation of frame at corner and crack to frame.,Post-War,Conceptual ,1982,Good,No
1500,Richard Haas,New York Central Building,This work is in good condition.Artwork not examined outside of frame.Minor rippling and discoloration to paper edges.Minor wear to frame finish.,Post-War,Traditional,1974,Good,Yes
800,Forrest Moses,Untitled,This work is in good condition overall.Artwork not examined outside of frame.Minor rippling and discoloration to paper.,Post-War,Expressionism,1979,Good,Yes
800,June Redfern,Seal,Not examined out of frame.No obvious signs of wear to art.,Post-War,Abstract,1986,Other,Yes
1500,David Dewey,"Morning Shadows, Marshall Point",This work is in very good condition.Not examined outside of frame.No obvious damage to artwork.,Contemporary,Impressionism,1984,Good,No
1500,Jon Imber,"Red Bramble, Drumlin Farm",This work is in very good condition.Not examined out of frame.Minor sheet undualtion.,Post-War,Surrealism,1989,Good,Yes
1500,Mary Armstrong,Tide Pool Shuffle,This work is in very good condition.Not examined outside of frame.No obvious signs of damage to artwork.,Post-War,Expressionism,1984,Good,Yes
1500,Billy Sullivan,Daisy On Carpet,This work is in very good condition.Not examined out of frame.Sheet undulation due to artist's chosen working materials.,Post-War,Realism,1981,Good,Yes
1500,James Romberger,Third Street Garden,Not examined out of frame.Adhesive residue marks throughout plexiglass.Minor soiling and marks to paper.Minor sheet undulation.Blemish to frame at bottom right side.,Post-War,Realism,1990,Other,Yes
1500,Alberto Morrocco,"Berthed Boats, Camogli",This work is in very good condition.No visible signs of wear to artwork.Not examined out of frame.,Post-War,Realism,1988,Good,Yes
1500,Mary Jo Vath,Wave,This work is in very good condition.Not examined out of frame.No obvious signs of wear to art.Nicks and chips to frame.,Post-War,Expressionism,1985,Good,Yes
800,Lucy Sallick,Indian Island II,This work is in good condition.Not examined out of frame.Small scattered scratches to plexiglass.,Post-War,Expressionism,1989,Good,Yes
800,Gregory Crane,New Moon and Poplars,This work is in very good condition.Artwork not examined outside of frame.Minor rippling of paper consistent with process.No other obvious signs of artwork.,Post-War,Expressionism,1990,Good,Yes
1500,John Andre Gundelfinger,Untitled No. 4,This work is in very good condition.Not examined out of frame.Minor sheet undulation due to artist's chosen working materials.,Post-War,Impressionism,1977,Good,Yes
800,Steven Sorman,I Am Too,This work is in good condition.Not examined outside of frame.No obvious damage to artwork.,Post-War,Abstract,2000,Good,No
800,June Redfern,Wolf,This work is in very good condition.Not examined out of frame.No obvious signs of wear to art.,Post-War,Abstract,1986,Good,Yes
800,Richard Chiriani,"A Schoharie Marsh, Spring","This work is in very good condition.Small sticky mark to plexiglass on lower left corner, suggest cleaning.No visible signs of wear to artwork.Not examined out of frame.",Post-War,Realism,1984,Good,Yes
800,Richard Mock,Alaskan Wildlife,This work is in very good condition.Not examined out of frame.No obvious imperfections to artwork observed.,Contemporary,Conceptual ,2001,Good,Yes
800,Antonio Frasconi,"Ice Crusher, Cart",This work is in very good condition.Not examined outside of frame.No obvious damage to artwork.,Post-War,Conceptual ,1952,Good,Yes
800,Richard Crozier,"Palms III Ojai, CA",This work is in very good condition.Artwork not examined outside of frame.No obvious signs of wear to artwork.,Post-War,Expressionism,1979,Good,Yes
1500,Marilyn Duke,September,Not examined out of frame.One small surface mark and one minor indentation to frame.Faint surface marks at top right corner.No visible signs of wear to artwork.,Post-War,Expressionism,1984,Other,No
1500,Ella Delyanis,"Study, Storm Over Bell Pond",This work is in very good condition.Artwork not examined outside of frame.No obvious sign of wear to artwork.,Contemporary,Realism,1983,Good,Yes
1500,T.L. Solien,Blood Tug,This work is in very good condition.Not examined out of frame.No visible signs of wear to art.,Post-War,Expressionism,1990,Good,No
800,Gregory Crane,A Brilliant Entrance,This work is in very good condition.No visible signs of wear to artwork.Not examined out of frame.,Contemporary,Expressionism,2003,Good,Yes
800,Joseph Soloman,Garden Scene,This work is in very good condition.Not examined out of frame.No obvious imperfections to artwork observed.One small mark to frame on left side.,Post-War,Expressionism,1979,Good,Yes
800,June Redfern,Lion,This work is in very good condition.Not examined out of frame.Small nick to frame at top center.Small chip to paper.,Post-War,Abstract,1986,Good,Yes
800,Paul Davis,Max,This work is in good condition.Not examined out of frame.Horizontal adhesive residue mark across the top of the image.Scattered surface scratches to plexiglass.,Post-War,Expressionism,1977,Good,Yes
800,Judith S. Miller,Eric Shows Me The Hidden Parks,This work is in very good condition.No visible signs of wear to artwork.Not examined out of frame.,Contemporary,Realism,2006,Good,Yes
800,MICHAEL MAZUR ,The Net,This work is in very good condition.Artwork not examined outside of frame.No obvious signs of wear to artwork.Minor wear to frame surface.,Post-War,Impressionism,1977,Good,Yes
800,Len Jenshel,Painted Rock State Park: Arizona,This work is in very good condition.Artwork not examined outside of frame.No obvious signs of wear to artwork.,Post-War,Expressionism,1988,Good,No
800,Billy Sullivan,Islands #8,This work is in very good condition.Not examined out of frame.Small black mark at right corner of matte.,Post-War,Realism,1986,Good,Yes
800,T.L. Solien,Fragments Of Hope,This work is in good condition.Not examined out of frame.Discoloration to edges of paper.Yellowing to background paper.,Post-War,Conceptual ,1982,Good,No
800,Lizbeth Mitty,Nightride Overpass,This work is in very good condition.No visible signs of wear to artwork.Not examined out of frame.,Contemporary,Impressionism,2001,Good,Yes
800,Sandra Clark,Gamberaia #10,This work is in very good condition.Not examined outside of frame.No obvious signs of damage to artwork.,Contemporary,Expressionism,2000,Good,No
800,John Gundelfinger,Untitled No 2,This work is in very good condition.Artwork not examined outside of frame.No obvious signs of wear to artwork.,Post-War,Realism,1979,Good,Yes
800,Darina Karpov,Crawlers,This work is in very good condition.No obvious signs of wear to art.Not examined out of frame.,Contemporary,Conceptual ,2012,Good,Yes
1500,Sally Amster,The Cove and Beyond,"No visible signs of wear to artwork.Not examined out of frame.Frame is loose, has been taped for adherence.Chips to finish on wood frame.",Post-War,Expressionism,1981,Other,Yes
800,Donna Dennis,Entrance,This work is in very good condition.Not examined outside of frame.No obvious signs of damage to artwork.,Post-War,Expressionism,1986,Good,Yes
1500,Susan Laufer,Lifeline Drawing Series #28,This work is in very good condition.No visible signs of wear to artwork.Not examined out of frame.,Post-War,Abstract,1988,Good,Yes
1500,Joseph A. Salvatore,Book Of Jeremiah,This work is in good condition.Not examined out of frame.Mark at bottom right corner of frame.,Post-War,Conceptual ,1981,Good,No
800,MICHAEL MAZUR ,Wakeby Island,This work is in good condition.Rippling to paper.Not examined out of frame.,Post-War,Expressionism,1985,Good,Yes
800,"Peter Howson, O.B.E.",Stag,This work is in very good condition.Not examined out of frame.No obvious signs of wear to art.,Post-War,Realism,1986,Good,Yes
800,Richard Haas,Grand Central Station,This work is in very good condition.Not examined outside of frame.No obvious signs of damage to artwork.,Post-War,Traditional,1972,Good,Yes
1500,Richard Garrison,Untitled (Yellow),This work is in very good condition.Not examined out of frame.No visible signs of wear to artwork.,Contemporary,Conceptual ,2009,Good,No
800,Gregg Saunders,Untitled Landscape,This work is in very good condition.Not examined out of frame.No obvious signs of wear to art.,Post-War,Realism,1990,Good,No
1500,Eugene Charlton-Rafalsky,Untitled Landscape,This work is in very good condition.Not examined outside of frame.No obvious damage to artwork.,Post-War,Expressionism,1974,Good,Yes
800,T.L. Solien,Fragments Of Hope,This work is in very good condition.Not examined out of frame.Discoloration to edges of paper.Yellowing to background paper.,Post-War,Conceptual ,1982,Good,No
800,Yvonne Jacquette,Fog River IV,This work is in very good condition.No obvious signs of wear to art.Not examined out of frame.,Post-War,Expressionism,1976,Good,Yes
800,Richard Ballard,Cypress,This work is in very good condition.No visible signs of wear to artwork.Not examined out of frame.,Post-War,Abstract Art,1990,Good,Yes
800,Gregory Amenoff,Beacon Pink,This work is in very good condition.No obvious signs of damage to art.Not examined out of frame.,Post-War,Abstract,1986,Good,Yes
1500,Ray Ciarrocchi,"Cove at Bremen, Maine",This work is in very good condition.Artwork not examined outside of frame.No obvious signs of wear to artwork.,Post-War,Impressionism,1978,Good,No
800,Anne Ross,Passageway,This work is in good condition.Not examined out of frame.Numerical pencil inscription at back.A few small marks to finish on frame.,Contemporary,Surrealism,2008,Good,No
1500,Terence LaNoue,Deccan Suite #15,This work is in very good condition.Not examined out of frame.Minor sheet undulation due to artist's chosen working materials.,Post-War,Abstract,1979,Good,Yes
800,Frances Ashforth,"Horizon Series, Wind Series 1",This work is in very good condition.Artwork not examined outside of frame.No obvious signs of wear to artwork.,Contemporary,Expressionism,2011,Good,Yes
800,Len Jenshel,Monument Valley ,This work is in very good condition.Artwork not examined outside of frame.No obvious signs of wear to artwork.,Post-War,Expressionism,1987,Good,No
800,Bruce Mclean,Spider,This work is in very good condition.Not examined out of frame.No obvious signs of wear to art.,Post-War,Expressionism,1986,Good,Yes
1500,Susan Wilmarth,Untitled,This work is in very good condition.Not examined out of frame.No obvious imperfections to artwork observed.,Post-War,Abstract,1977,Good,No
1500,John Berens,Trees and Darkness,This work is in very good condition.No visible signs of wear to artwork.Not examined out of frame.,Post-War,Expressionism,1990,Good,No
800,Bill Jensen,Original Face,This work is in very good condition.Artwork not examined outside of frame.Very minor rippling of paper.,Contemporary,Abstract,2011,Good,No
1500,Barbara Apel,Landscape No 8,This work is in very good condition.Artwork not examined outside of frame.Minor scuffs and wear to frame finish.,Post-War,Expressionism,1984,Good,Yes
1500,Dennis Leon,Djerassi #8,This work is in very good condition.Not examined outside of frame.No obvious signs of damage to artwork.,Post-War,Expressionism,1983,Good,Yes
1500,George Atkinson,North Of Pawnee,This work is in very good condition.Not examined outside of frame.No obvious signs of damage to artwork.,Post-War,Impressionism,1989,Good,No
1500,John Berens,Romantic Landscape,This work is in very good condition.No visible signs of wear to artwork.Not examined out of frame.,Post-War,Expressionism,1990,Good,No
1500,Gwynn Murrill,Vicenza,This work is in very good condition.Not examined out of frame.No obvious signs of wear to art.,Post-War,Realism,1990,Good,No
800,Karen Kunc,Current's Edge,This work is in very good condition.Not examined outside of frame.No obvious signs of damage to artwork.,Post-War,Abstract,1987,Good,Yes
1500,Keith Jacobshagen,Evening XXIII,This work is in very good condition.Artwork not examined outside of frame.Minor rippling of paper consistent with process.,Post-War,Expressionism,1990,Good,Yes
1500,Angelo Ippolito,An American Collage X,This work is in very good condition.Artwork not examined outside of frame.Not obvious wear to artwork.Minor wear to frame surface.,Post-War,Surrealism,1976,Good,Yes
1500,Giora Dublon,Judean Hills,This work is in very good condition.Not examined outside of frame.No obvious signs of damage to artwork.,Post-War,Expressionism,1989,Good,Yes
800,Alan Herman,"Untitled, Green Wall",This work is in very good condition.Not examined outside of frame.No obvious signs of damage to artwork.,Post-War,Minimalism,1980,Good,Yes
800,Gregory Crane,Red Island With Rainbow,This work is in very good condition.Not examined out of frame.Minor adhesive residue to plexiglass.No visible signs of wear to artwork.,Contemporary,Expressionism,2000,Good,Yes
800,Richard Haas,Bayard-Condict Building,This work is in good condition.Not examined out of frame.Minor surface scratches to plexiglass.Frame shows minor wear at edges.No visible signs of wear to artwork.,Post-War,Traditional,1970,Good,Yes
800,Sandra Clark,Huntington #13,This work is in very good condition.Not examined outside of frame.No obvious signs of damage to artwork.,Contemporary,Surrealism,2000,Good,No
800,T.L. Solien,Fragments Of Hope,This work is in very good condition.Not examined out of frame.Discoloration to edges of paper.Yellowing to background paper.,Post-War,Conceptual ,1982,Good,No
1500,Nancy Brett,Roaring River 73,This work is in very good condition.Artwork not examined outside of frame.Small pin holes at corners from previous hanging.No other signs of wear to artwork.,Post-War,Expressionism,1989,Good,No
800,Adrian Wiszniewski,Landscape,This work is in good condition.Not examined out of frame.A few minor marks to finish on frame.Pencil and marker inscription at back of frame.,Post-War,Surrealism,1991,Good,Yes
800,John Benton Harris,Brooklyn Heights NYC,This work is in very good condition.No visible signs of wear to artwork.Not examined out of frame.,Contemporary,Realism,2006,Good,Yes
800,Freya Hansell,Untitled,This work is in very good condition.Artwork not examined outside of frame.No obvious signs of wear of artwork.,Post-War,Expressionism,1989,Good,Yes
800,Joel Janowitz,Pale Water,This work is in good condition.Not examined out of frame.Minor sheet undulation.Minor surface scratches to plexiglass.,Post-War,Expressionism,1987,Good,Yes
1500,John Andre Gundelfinger,Untitled No. 16,This work is in good condition.Not examined out of frame.Minor sheet undulation due to artist's chosen working materials.,Post-War,Impressionism,1977,Good,No
1500,Bernard Chaet,Untitled Landscape #22,This work is in very good condition.Rippling to paper.Not examined out of frame.,Post-War,Expressionism,1978,Good,Yes
800,Konrad Cramer,Gas Station With Tree,This work is in overall good condition.Not examined out of frame.Minor sheet undulation at top.Minor surface wear to plexiglass.,Modern,Realism,1931,Good,Yes
800,Francis Ruyter,Beyond The Forest,This work is in very good condition.Not examined out of frame.Slight ripple effect to paper through printing process.,Contemporary,Pop Art,2012,Good,Yes
1500,Charles Hawes,Miss Kim,This work is in very good condition.Artwork not examined outside of frame.No obvious signs of wear to artwork.Minor marks and scuffs to frame finish.,Post-War,Realism,1970,Good,Yes
1500,Alex Stohlberg,Night Barn,This work is in very good condition.Not examined out of frame.No obvious imperfections to artwork observed.,Post-War,Minimalism,1990,Good,Yes
800,Frances Ashforth,"Horizon Series, Wind Series 4",This work is in very good condition.Artwork not examined outside of frame.No obvious signs of wear to artwork.,Contemporary,Expressionism,2011,Good,Yes
800,Antonio Frasconi,High Derricks,This work is in very good condition.No visible signs of wear to artwork.Not examined out of frame.,Post-War,Expressionism,1954,Good,Yes
1500,Stephen Lack,Red Citroen,This work is in good condition.Not examined out of frame.Minor sheet undulation.Small nicks to frame.,Post-War,Expressionism,1989,Good,Yes
1500,Peter Schroth,Landscape Study (Pines),This work is in very good condition.Not examined out of frame.No obvious imperfections to artwork observed.,Post-War,Surrealism,1989,Good,Yes
1500,Judy Ledgerwood,"Untitled, Evening Drawing",This work is in very good condition.Not examined outside of frame.No obvious signs of damage to artwork.,Post-War,Abstract,1989,Good,No
1500,Judy Ledgerwood,"Untitled, Terra Cotta Red",This work is in very good condition.Not examined outside of frame.No obvious signs of damage to artwork.,Post-War,Abstract,1989,Good,No
800,Alan Herman,"Untitled, Pink Wall",This work is in very good condition.Not examined outside of frame.No obvious signs of damage to artwork.,Post-War,Minimalism,1980,Good,Yes
800,Susan Hall,Solitary Oak,This work is in very good condition.No visible signs of wear to artwork.Not examined out of frame.,Contemporary,Realism,2012,Good,Yes
1500,Michele Boll,Hess,This work is in very good condition.No visible signs of wear to artwork.Not examined out of frame.,Post-War,Realism,1980,Good,Yes
800,Malcolm Morley,Erotic Fruitos,This work is in very good condition.Not examined outside of frame.No obvious signs of damage to artwork.,Post-War,Expressionism,1993,Good,Yes
800,Agnes Story,Fragment Of Pelicano Club,This work is in very good condition.Not examined out of frame.No obvious signs of wear to art.,Post-War,Expressionism,1984,Good,Yes
1275,Denise Green,Becoming Subject,This work is in good condition.Not examined outside of frame.No obvious signs of wear to art.Some scrapes and wear to frame.,Contemporary,Abstract,1979,Good,Yes
1275,George T. Grant,Tomorrow Being Today,This work is in very good condition.Not examined out of frame.Slight rippling to paper.,Contemporary,Abstract,1987,Good,No
1500,Dan Walsh,Viewing Suite II,This work is in very good condition.Not examined out of frame.No obvious signs of wear to art.,Contemporary,Minimalism,2008,Good,Yes
680,Mark Fox,Beneath,This work is in good condition.Not examined outside of frame.Minor rippling to paper.No other obvious signs of wear to art.,Contemporary,Abstract,2012,Good,Yes
800,Kate Whiteford,Sitelines,Not examined outside of frame.No obvious damage to artwork.,Post-War,Abstract,1989,Other,Yes
800,Kate Whiteford,Sitelines,This work is in good condition.Not examined outside of frame.No obvious damage to artwork.,Post-War,Abstract,1989,Good,Yes
1500,Jane Rosenberg,Upright Curves Number 2,This work is in very good condition.Discoloration to edges of paper.Not examined out of frame.,Post-War,Minimalism,1977,Good,Yes
1500,RICHARD WOODS,"Remnant Number 1, Around The Fireplace",This work is in very good condition.Not examined out of frame.No obvious signs of wear to art.,Contemporary,Pop Art,2012,Good,No
1500,Karim Noureldin,"Untitled, 2000",This work is in good condition.Not examined outside of frame.No obvious signs of wear to artwork.,Contemporary,Minimalism,2008,Good,No
1500,Dan Walsh,Viewing Suite IV,This work is in very good condition.Not examined out of frame.No obvious signs of wear to art.Scratches and nicks to frame.,Contemporary,Abstract,2008,Good,Yes
680,Paul Levy,Commonwealth of Massachusetts Building Code,This work is in very good condition.Not examined out of frame.No obvious signs of wear to art.Small smudges to matt.,Modern,Pop Art,1975,Good,Yes
1275,Clinton J. Hill,Untitled NBR 58,This work is in good condition.Not examined out of frame.No obvious signs of wear to art.Light buckling to paper.,Contemporary,Abstract,1975,Good,Yes
1500,Frederick Wardy,Untitled,This work is in good condition.Artwork not examined outside of frame.Minor discoloration at paper edges.No other obvious signs of wear to artwork.,Post-War,Minimalism,1974,Good,Yes
680,Diane Cionni,Reason And Romance #9,This work is in good condition.Not examined out of frame.No obvious signs of wear to art.,Contemporary,Abstract,2012,Good,Yes
1275,Wayne Amedee,Source of Freedom,This work is in very good condition.Not examined out of frame.No obvious signs of wear to art.,Contemporary,Abstract,1991,Good,Yes
1275,Christopher Olav Jenssen,No 245,"This work is in good condition.Not examined out of frame.Small mark at bottom of paper.Hardware for wire, but wire is missing.",Contemporary,Abstract,1985,Good,Yes
1500,RICHARD WOODS,"Remnant Number 3, Under The Sink",This work is in very good condition.Not examined out of frame.No obvious signs of wear to art.,Contemporary,Pop Art,2012,Good,No
800,"John F. Simon, Jr.",Heat from the Core Raises Mountains and Opens Oceans,This work is in very good condition.Not examined outside of frame.No obvious signs of wear to artwork.,Contemporary,Conceptual ,2011,Good,Yes
680,Ron Janowich,Untitled,This work is in overall good condition.Work not examined outside of frame.Small holes at corners of paper from previous hanging.Minor rippling and creases in paper.No other signs of wear on art.,Contemporary,Abstract,1989,Good,Yes
680,Mark Fox,Before,This work is in good condition.Not examined outside of frame.Minor rippling to paper.No other obvious signs of wear to art.,Contemporary,Abstract,2012,Good,Yes
680,Gregory Amenoff,Sweet Home,This work is in good condition.Not examined outside of frame.Some rippling of paper.No other obvious signs of wear to art.,Contemporary,Abstract,1988,Good,No
1275,Paul Huxley,Study Relating To Modus Operandi Series XIV 6,This work is in very good condition.Not examined out of frame.No obvious signs of wear to art.Occasional small nicks and marks to frame.,Contemporary,Abstract,1990,Good,Yes
800,JOHN WALKER,Sorrow,"This work is in good condition.Artwork not inspected out of frame.Scuffs, marks and dents to frame.",Post-War,Abstract,1992,Good,Yes
1275,Denise Green,Both And,This work is in good condition.Not examined outside of frame.No obvious signs of wear to art.Some scrapes and marks on frame.,Contemporary,Abstract,1979,Good,Yes
1275,Orly Genger,Untitled,Not examined out of frame.No obvious signs of wear to art.,Contemporary,Abstract,2004,Other,No
800,Joe Tilson,Signatures,This work is in very good condition.Artwork not examined outside of frame.Minor rippling of paper consistent with process.No other obvious signs of wear to artwork.,Post-War,Conceptual ,1988,Good,Yes
680,Tony Jannetti,The Third Emergence,This work is in very good condition.Not examined out of frame.No obvious signs of wear to art.,Modern,Abstract,1971,Good,Yes
1275,Michael Kenny,Working Drawing 1,This work is in good condition.Not examined outside of frame.No obvious signs of wear to art.,Contemporary,Abstract,1987,Good,Yes
800,Paul Henry Ramirez,Juicy Little Passion #6,This work is in very good condition.Artwork not inspected out of frame.Light wear to frame.,Contemporary,Abstract,2005,Good,Yes
1500,David Storey,Living With The Lights On,This work is in overall very good condition.No obvious signs of wear to artwork.,Post-War,Surrealism,1988,Good,Yes
800,Bruce Porter,Bend,This work is in good condition.Not examined outside of frame.No obvious signs of wear to artwork.,Post-War,Abstract,1979,Good,No
1500,RICHARD WOODS,"Remnant Number 5, By The Back Door",This work is in very good condition.Not examined out of frame.No obvious signs of wear to art.,Contemporary,Pop Art,2012,Good,No
1500,Richard Woods,Woodblock Inlays 3 of 4,This work is in very good condition.Not examined out of frame.No obvious signs of wear to art.,Contemporary,Pop Art,2011,Good,Yes
1275,Nancy Blum,Print Fields 1 (Pink),This work is in good condition.Not examined out of frame.No obvious signs of wear to art.Frame is marked and scuffed at left top and bottom corners.,Contemporary,Abstract,2002,Good,Yes
680,Antonio Frasconi,Cantos IV,This work is in overall good condition.Not examined out of frame.No obvious signs of wear to art.Small water mark to paper mat at bottom right corner,Modern,Abstract,1974,Good,Yes
1275,Stephanie Kirschen Cole,BB / Market,Not examined out of frame.No obvious signs of wear to art.Small scratch to bottom of plexiglass.,Contemporary,Abstract,1978,Other,No
1275,Mary Heebner,Powder,This work is in good condition.Not examined outside of frame.No obvious signs wear to artMinor scrape to corner of frame.,Modern,Abstract,1979,Good,Yes
800,Barbara Schwartz,Untitled,This work is in very good condition.Artwork not examined outside of frame.Minor rippling of paper consistent with process.No obvious signs of wear to artwork.,Contemporary,Expressionism,2001,Good,Yes
1500,Frederick Wardy,Untitled,This work is in good condition.Artwork not examined outside of frame.Minor discoloration at paper edges.Minor rippling of paper.,Post-War,Minimalism,1974,Good,Yes
1275,Fred Gutzeit,Balls with Red,This work is in very good condition.Not examined out of frame.Slight rippling to paper.,Modern,Abstract,1971,Good,Yes
680,Mary Hambleton,Untitled,This work is in good condition.Not examined outside of frame.No obvious signs of wear to art.Minor wear to frame.,Contemporary,Abstract,1986,Good,Yes
1275,Christopher Olav Jenssen,No 249,This work is in good condition.Not examined out of frame.No obvious signs of wear to art.Hardware for wire but wire is missing.,Contemporary,Abstract,1986,Good,Yes
800,Joe Tilson,Zikkurat,This work is in good condition.Artwork not inspected out of frame.Scratching to plexiglass.Adhesive on frame.Light wear to frame.,Post-War,Pop Art,1975,Good,Yes
1500,RICHARD WOODS,Woodblock Inlays 4 Of 4,This work is in very good condition.Not examined out of frame.No obvious signs of wear to art.,Contemporary,Pop Art,2011,Good,Yes
1275,Derek Hirst,"Sacred Mountain Series II, #5",Not examined out of frame.No obvious signs of wear to art.,Contemporary,Abstract,1987,Other,Yes
680,Dianna Frid,On The Modification Of Clouds III,Not examined out of frame.No obvious signs of wear to art.,Contemporary,Abstract,2011,Other,Yes
680,Reed Anderson,Bad Neighbors (Red),This work is in good condition.Not examined out of frame.No obvious signs of wear to art.Light marks to frame.Slight buckling to paper.,Contemporary,Abstract,2013,Good,Yes
1500,Chuck Webster,Untitled,This work is in very good condition.Some yellowing to paper at top of piece.Not examined out of frame.,Contemporary,Abstract,2011,Good,No
680,Mark Fox,Between,This work is in good condition.Not examined outside of frame.Minor rippling to paper.No other obvious signs of wear to art.,Contemporary,Abstract,2012,Good,Yes
1275,Tony King,Untitled,Not examined outside of frame.No obvious signs of wear to art.,Post-War,Geometric Abstraction,1975,Other,Yes
1500,RICHARD WOODS,"Remnant Number 6, Inside The Bedroom Cupboard",This work is in very good condition.Not examined out of frame.No obvious signs of wear to art.,Contemporary,Pop Art,2012,Good,No
800,Stephanie Snider,Untitled (III),This work is in very good condition.Artwork not inspected out of frame.Scratch to plexiglass.,Contemporary,Surrealism,2001,Good,Yes
680,Charles Hewitt,Pink Basket,Not examined out of frame.No obvious signs of wear to art.,Contemporary,Abstract,2009,Other,Yes
800,Steven Sorman,Unheard of III,This work is in good condition.Not examined outside of frame.No obvious damage to artwork.,Contemporary,Abstract,2002,Good,Yes
1500,Laura Wait,Scriptograph #14,This work is in very good condition.Not examined outside of frame.Minor curving of paper at bottom.No other obvious signs of wear to artwork.,Contemporary,Expressionism,2012,Good,Yes
1500,Michael Tetherow,Early Summer Drawing,This work is in very good condition.Artwork not examined outside of frame.No obvious signs of wear to artwork.Scuff on top center of wood frame.,Post-War,Expressionism,1990,Good,Yes
800,Stephanie Snider,Untitled (II),This work is in very good condition.Artwork not inspected out of frame.,Contemporary,Abstract,2001,Good,Yes
1500,Bruce Mclean,Misdirected Concerns,This work is in very good condition.Artwork not examined outside of frame.Some rippling of paper consistent with process.No other obvious signs of wear to artwork.,Post-War,Expressionism,1988,Good,Yes
680,Hanlyn Davies,Jumble,This work is in very good condition.Not examined out of frame.No obvious signs of wear to art.,Modern,Abstract,1975,Good,Yes
1500,Chuck Webster,Untitled,This work is in very good condition.No obvious signs of wear to art.Not examined out of frame.,Contemporary,Abstract,2011,Good,No
1500,Margaret Ponce Israel,Letter,This work is in good condition.Not examined outside of frame.Minor discoloration to paper.Minor rippling to paper.,Post-War,Conceptual ,1950,Good,No
1275,Anne Gilman,"A Known Quantity, Subway Series #3",Not examined out of frame.Creases from fold-marks to subway map.,Contemporary,Conceptual ,2000,Other,Yes
1275,Nicholas Howey,Untitled,This work is in good condition.Not examined outside of frame.Some rippling of paper.No other obvious signs of wear to art.,Contemporary,Abstract,1989,Good,No
1500,Jane Rosenberg,Upright Curves Number 3,This work is in very good condition.Discoloration to edges of paper.Not examined out of frame.,Post-War,Minimalism,1977,Good,Yes
1275,Michael Hardesty,Untitled,This work is in good condition.Not examined outside of frame.No obvious signs of wear to art.Artwork is slipping off hinges on top left corner.,Contemporary,Abstract,1990,Good,Yes
